datetime,datetime,year,month,day,random,sazonal,timeSeries
2032-01-01 00:00:00,2032-01-01 00:00:00,2032,1,1,0.7832013941822342,1.0,10.783201394182234
2032-01-01 01:00:00,2032-01-01 01:00:00,2032,1,1,0.34308455645140845,0.9999997588734665,10.343082145186074
2032-01-01 02:00:00,2032-01-01 02:00:00,2032,1,1,0.9819858616594139,0.9999990354939822,10.981976216599236
2032-01-01 03:00:00,2032-01-01 03:00:00,2032,1,1,0.9737783534928233,0.999997829861896,10.973756652111783
2032-01-01 04:00:00,2032-01-01 04:00:00,2032,1,1,0.2266374964054979,0.9999961419777894,10.226598916183391
2032-01-01 05:00:00,2032-01-01 05:00:00,2032,1,1,0.9237902470100589,0.9999939718424762,10.923729965434822
2032-01-01 06:00:00,2032-01-01 06:00:00,2032,1,1,0.8168859919892919,0.9999913194570031,10.816799186559322
2032-01-01 07:00:00,2032-01-01 07:00:00,2032,1,1,0.9581280967257201,0.9999881848226492,10.958009944952211
2032-01-01 08:00:00,2032-01-01 08:00:00,2032,1,1,0.7755607795372628,0.9999845679409262,10.775406458946524
2032-01-01 09:00:00,2032-01-01 09:00:00,2032,1,1,0.31585652870379677,0.9999804688135782,10.31566121683958
2032-01-01 10:00:00,2032-01-01 10:00:00,2032,1,1,0.11583979269316702,0.9999758874425823,10.11559866711899
2032-01-01 11:00:00,2032-01-01 11:00:00,2032,1,1,0.14684591879920694,0.9999708238301476,10.146554157100683
2032-01-01 12:00:00,2032-01-01 12:00:00,2032,1,1,0.10471710569656911,0.9999652779787161,10.104369885483731
2032-01-01 13:00:00,2032-01-01 13:00:00,2032,1,1,0.9824600769927843,0.9999592498909624,10.982052575902408
2032-01-01 14:00:00,2032-01-01 14:00:00,2032,1,1,0.37305110314753076,0.9999527395697936,10.372578498845467
2032-01-01 15:00:00,2032-01-01 15:00:00,2032,1,1,0.11092044393559897,0.9999457470183493,10.110377914119093
2032-01-01 16:00:00,2032-01-01 16:00:00,2032,1,1,0.3504882747682859,0.9999382722400014,10.349870997168301
2032-01-01 17:00:00,2032-01-01 17:00:00,2032,1,1,0.6676837197735902,0.9999303152383551,10.66698687215714
2032-01-01 18:00:00,2032-01-01 18:00:00,2032,1,1,0.7113131954882227,0.9999218760172474,10.710531955660697
2032-01-01 19:00:00,2032-01-01 19:00:00,2032,1,1,0.03647022375708375,0.999912954580748,10.035599769564564
2032-01-01 20:00:00,2032-01-01 20:00:00,2032,1,1,0.24162714183789713,0.9999035509331596,10.240662651169494
2032-01-01 21:00:00,2032-01-01 21:00:00,2032,1,1,0.7224573158541492,0.9998936650790171,10.72139396664432
2032-01-01 22:00:00,2032-01-01 22:00:00,2032,1,1,0.9053545327398765,0.9998832970230879,10.904187502970755
2032-01-01 23:00:00,2032-01-01 23:00:00,2032,1,1,0.267947418105253,0.9998724467703719,10.266671885808972
2032-01-02 00:00:00,2032-01-02 00:00:00,2032,1,2,0.1706820978900262,0.9998611143261019,10.169293241151045
2032-01-02 01:00:00,2032-01-02 01:00:00,2032,1,2,0.21395866202098635,0.9998492996957429,10.212451658978416
2032-01-02 02:00:00,2032-01-02 02:00:00,2032,1,2,0.5696402798732924,0.9998370028849926,10.568010308723219
2032-01-02 03:00:00,2032-01-02 03:00:00,2032,1,2,0.44824792240894107,0.999824223899781,10.44649016140675
2032-01-02 04:00:00,2032-01-02 04:00:00,2032,1,2,0.9334009805552236,0.9998109627462709,10.931510608017932
2032-01-02 05:00:00,2032-01-02 05:00:00,2032,1,2,0.9839055827658659,0.9997972194308576,10.981877777074443
2032-01-02 06:00:00,2032-01-02 06:00:00,2032,1,2,0.041568133428655285,0.9997829939601689,10.039398073030343
2032-01-02 07:00:00,2032-01-02 07:00:00,2032,1,2,0.778055522492124,0.999768286341065,10.775738385902773
2032-01-02 08:00:00,2032-01-02 08:00:00,2032,1,2,0.6761175960995645,0.9997530965806385,10.67364856190595
2032-01-02 09:00:00,2032-01-02 09:00:00,2032,1,2,0.11826011648702983,0.999737424686215,10.115634363349178
2032-01-02 10:00:00,2032-01-02 10:00:00,2032,1,2,0.04080908454350718,0.9997212706653522,10.03802179119703
2032-01-02 11:00:00,2032-01-02 11:00:00,2032,1,2,0.13615083993305066,0.9997046345258405,10.133197185191454
2032-01-02 12:00:00,2032-01-02 12:00:00,2032,1,2,0.8172009615870127,0.9996875162757026,10.814076124344039
2032-01-02 13:00:00,2032-01-02 13:00:00,2032,1,2,0.47315110806741734,0.9996699159231939,10.469850267299357
2032-01-02 14:00:00,2032-01-02 14:00:00,2032,1,2,0.6088082210720358,0.9996518334768022,10.605326555840056
2032-01-02 15:00:00,2032-01-02 15:00:00,2032,1,2,0.1862149541564071,0.9996332689452478,10.182547643608885
2032-01-02 16:00:00,2032-01-02 16:00:00,2032,1,2,0.86462681994586,0.9996142223374836,10.860769043320696
2032-01-02 17:00:00,2032-01-02 17:00:00,2032,1,2,0.7037065952262734,0.9995946936626949,10.699653531853224
2032-01-02 18:00:00,2032-01-02 18:00:00,2032,1,2,0.1794712344265349,0.9995746829302993,10.175218063729528
2032-01-02 19:00:00,2032-01-02 19:00:00,2032,1,2,0.30817756401191343,0.9995541901499472,10.303719465511385
2032-01-02 20:00:00,2032-01-02 20:00:00,2032,1,2,0.8060174709844065,0.9995332153315211,10.801349624299617
2032-01-02 21:00:00,2032-01-02 21:00:00,2032,1,2,0.9348972984842815,0.9995117584851364,10.930014883335646
2032-01-02 22:00:00,2032-01-02 22:00:00,2032,1,2,0.16138726765625422,0.9994898196211406,10.15628546386766
2032-01-02 23:00:00,2032-01-02 23:00:00,2032,1,2,0.04113294737460482,0.9994673987501137,10.035806934875742
2032-01-03 00:00:00,2032-01-03 00:00:00,2032,1,3,0.10144839471347067,0.9994444958828685,10.095893353542156
2032-01-03 01:00:00,2032-01-03 01:00:00,2032,1,3,0.37821689007914927,0.9994211110304497,10.372428000383648
2032-01-03 02:00:00,2032-01-03 02:00:00,2032,1,3,0.16549321722906896,0.999397244204135,10.159465659270419
2032-01-03 03:00:00,2032-01-03 03:00:00,2032,1,3,0.7215679220885484,0.999372895415434,10.715296876242887
2032-01-03 04:00:00,2032-01-03 04:00:00,2032,1,3,0.40492857573869423,0.999348064676089,10.398409222499584
2032-01-03 05:00:00,2032-01-03 05:00:00,2032,1,3,0.9409724110517066,0.999322751998075,10.934199931032456
2032-01-03 06:00:00,2032-01-03 06:00:00,2032,1,3,0.25914843838819535,0.9992969573935987,10.252118012324182
2032-01-03 07:00:00,2032-01-03 07:00:00,2032,1,3,0.08097801782770242,0.9992706808750998,10.0736848265787
2032-01-03 08:00:00,2032-01-03 08:00:00,2032,1,3,0.04323960857581188,0.9992439224552503,10.035678833128314
2032-01-03 09:00:00,2032-01-03 09:00:00,2032,1,3,0.42565648453326543,0.9992166821469545,10.41782330600281
2032-01-03 10:00:00,2032-01-03 10:00:00,2032,1,3,0.5930740196358147,0.999188959963349,10.584963619269304
2032-01-03 11:00:00,2032-01-03 11:00:00,2032,1,3,0.7181686910869479,0.9991607559178031,10.709776250264978
2032-01-03 12:00:00,2032-01-03 12:00:00,2032,1,3,0.5484558216234056,0.9991320700239181,10.539776521862589
2032-01-03 13:00:00,2032-01-03 13:00:00,2032,1,3,0.36836703349697686,0.9991029022955281,10.359396056452258
2032-01-03 14:00:00,2032-01-03 14:00:00,2032,1,3,0.3315727975466237,0.9990732527466991,10.322305325013614
2032-01-03 15:00:00,2032-01-03 15:00:00,2032,1,3,0.08898464274278994,0.9990431213917298,10.079415856660088
2032-01-03 16:00:00,2032-01-03 16:00:00,2032,1,3,0.2845058003611113,0.9990125082451511,10.274630882812623
2032-01-03 17:00:00,2032-01-03 17:00:00,2032,1,3,0.3991704954940647,0.9989814133217262,10.388984628711327
2032-01-03 18:00:00,2032-01-03 18:00:00,2032,1,3,0.24369113863534608,0.9989498366364509,10.233189504999855
2032-01-03 19:00:00,2032-01-03 19:00:00,2032,1,3,0.3213451308511769,0.998917778204553,10.310522912896706
2032-01-03 20:00:00,2032-01-03 20:00:00,2032,1,3,0.22866628556051816,0.9988852380414929,10.217518665975447
2032-01-03 21:00:00,2032-01-03 21:00:00,2032,1,3,0.144154140964444,0.998852216162963,10.132676302594074
2032-01-03 22:00:00,2032-01-03 22:00:00,2032,1,3,0.8490392090995624,0.9988187125848885,10.837226334948447
2032-01-03 23:00:00,2032-01-03 23:00:00,2032,1,3,0.8234657365655694,0.9987847273234264,10.811313009799834
2032-01-04 00:00:00,2032-01-04 00:00:00,2032,1,4,0.23529939638293573,0.9987502603949663,10.2228020003326
2032-01-04 01:00:00,2032-01-04 01:00:00,2032,1,4,0.17026464567353372,0.9987153118161298,10.157417763834832
2032-01-04 02:00:00,2032-01-04 02:00:00,2032,1,4,0.9130765182737032,0.9986798816037711,10.899875334311414
2032-01-04 03:00:00,2032-01-04 03:00:00,2032,1,4,0.257765218032713,0.9986439697749765,10.244204915782477
