datetime,datetime,year,month,day,random,sazonal,timeSeries
2009-01-01 00:00:00,2009-01-01 00:00:00,2009,1,1,0.48890424385377573,1.0,10.488904243853776
2009-01-01 01:00:00,2009-01-01 01:00:00,2009,1,1,0.9591261346977307,0.9999997588734665,10.959123723432395
2009-01-01 02:00:00,2009-01-01 02:00:00,2009,1,1,0.5598026069123018,0.9999990354939822,10.559792961852123
2009-01-01 03:00:00,2009-01-01 03:00:00,2009,1,1,0.4809205493605594,0.999997829861896,10.48089884797952
2009-01-01 04:00:00,2009-01-01 04:00:00,2009,1,1,0.8761676221229583,0.9999961419777894,10.876129041900851
2009-01-01 05:00:00,2009-01-01 05:00:00,2009,1,1,0.26570477042908736,0.9999939718424762,10.26564448885385
2009-01-01 06:00:00,2009-01-01 06:00:00,2009,1,1,0.6567796197133912,0.9999913194570031,10.656692814283423
2009-01-01 07:00:00,2009-01-01 07:00:00,2009,1,1,0.41780269774125744,0.9999881848226492,10.417684545967749
2009-01-01 08:00:00,2009-01-01 08:00:00,2009,1,1,0.5358009454207898,0.9999845679409262,10.535646624830052
2009-01-01 09:00:00,2009-01-01 09:00:00,2009,1,1,0.6179687797070176,0.9999804688135782,10.6177734678428
2009-01-01 10:00:00,2009-01-01 10:00:00,2009,1,1,0.5609566780631209,0.9999758874425823,10.560715552488944
2009-01-01 11:00:00,2009-01-01 11:00:00,2009,1,1,0.9072254354444336,0.9999708238301476,10.90693367374591
2009-01-01 12:00:00,2009-01-01 12:00:00,2009,1,1,0.37829583340077777,0.9999652779787161,10.37794861318794
2009-01-01 13:00:00,2009-01-01 13:00:00,2009,1,1,0.5289407697891076,0.9999592498909624,10.528533268698732
2009-01-01 14:00:00,2009-01-01 14:00:00,2009,1,1,0.22078283129052523,0.9999527395697936,10.220310226988461
2009-01-01 15:00:00,2009-01-01 15:00:00,2009,1,1,0.07164253171800461,0.9999457470183493,10.071100001901499
2009-01-01 16:00:00,2009-01-01 16:00:00,2009,1,1,0.8942031771311668,0.9999382722400014,10.893585899531182
2009-01-01 17:00:00,2009-01-01 17:00:00,2009,1,1,0.30594625395034347,0.9999303152383551,10.305249406333894
2009-01-01 18:00:00,2009-01-01 18:00:00,2009,1,1,0.22913926808668805,0.9999218760172474,10.228358028259162
2009-01-01 19:00:00,2009-01-01 19:00:00,2009,1,1,0.9119872486692695,0.999912954580748,10.91111679447675
2009-01-01 20:00:00,2009-01-01 20:00:00,2009,1,1,0.8730375379762199,0.9999035509331596,10.872073047307817
2009-01-01 21:00:00,2009-01-01 21:00:00,2009,1,1,0.9780597849641559,0.9998936650790171,10.976996435754327
2009-01-01 22:00:00,2009-01-01 22:00:00,2009,1,1,0.8915376882164455,0.9998832970230879,10.890370658447324
2009-01-01 23:00:00,2009-01-01 23:00:00,2009,1,1,0.567083415788454,0.9998724467703719,10.565807883492173
2009-01-02 00:00:00,2009-01-02 00:00:00,2009,1,2,0.6181169011895598,0.9998611143261019,10.616728044450578
2009-01-02 01:00:00,2009-01-02 01:00:00,2009,1,2,0.7215984090721193,0.9998492996957429,10.720091406029548
2009-01-02 02:00:00,2009-01-02 02:00:00,2009,1,2,0.19362302036414802,0.9998370028849926,10.191993049214075
2009-01-02 03:00:00,2009-01-02 03:00:00,2009,1,2,0.29676686069956504,0.999824223899781,10.295009099697374
2009-01-02 04:00:00,2009-01-02 04:00:00,2009,1,2,0.22951795254598106,0.9998109627462709,10.22762758000869
2009-01-02 05:00:00,2009-01-02 05:00:00,2009,1,2,0.5447814957168094,0.9997972194308576,10.542753690025387
2009-01-02 06:00:00,2009-01-02 06:00:00,2009,1,2,0.8626871575429015,0.9997829939601689,10.860517097144589
2009-01-02 07:00:00,2009-01-02 07:00:00,2009,1,2,0.3726731249635825,0.999768286341065,10.370355988374232
2009-01-02 08:00:00,2009-01-02 08:00:00,2009,1,2,0.3336543545690386,0.9997530965806385,10.331185320375424
2009-01-02 09:00:00,2009-01-02 09:00:00,2009,1,2,0.8799978952456294,0.999737424686215,10.87737214210778
2009-01-02 10:00:00,2009-01-02 10:00:00,2009,1,2,0.9901177104096089,0.9997212706653522,10.98733041706313
2009-01-02 11:00:00,2009-01-02 11:00:00,2009,1,2,0.9431105110082482,0.9997046345258405,10.940156856266652
2009-01-02 12:00:00,2009-01-02 12:00:00,2009,1,2,0.7374485306391483,0.9996875162757026,10.734323693396174
