datetime,datetime,year,month,day,random,sazonal,timeSeries
2006-01-01 00:00:00,2006-01-01 00:00:00,2006,1,1,0.472548083528303,1.0,10.472548083528302
2006-01-01 01:00:00,2006-01-01 01:00:00,2006,1,1,0.710766593175673,0.9999997588734665,10.710764181910339
2006-01-01 02:00:00,2006-01-01 02:00:00,2006,1,1,0.1189508821920452,0.9999990354939822,10.118941237131867
2006-01-01 03:00:00,2006-01-01 03:00:00,2006,1,1,0.9716912340841093,0.999997829861896,10.971669532703068
2006-01-01 04:00:00,2006-01-01 04:00:00,2006,1,1,0.32678159304317356,0.9999961419777894,10.326743012821067
2006-01-01 05:00:00,2006-01-01 05:00:00,2006,1,1,0.453652595131221,0.9999939718424762,10.453592313555983
2006-01-01 06:00:00,2006-01-01 06:00:00,2006,1,1,0.5798246444905508,0.9999913194570031,10.57973783906058
2006-01-01 07:00:00,2006-01-01 07:00:00,2006,1,1,0.31274091137477966,0.9999881848226492,10.312622759601272
2006-01-01 08:00:00,2006-01-01 08:00:00,2006,1,1,0.02328968101153539,0.9999845679409262,10.023135360420797
2006-01-01 09:00:00,2006-01-01 09:00:00,2006,1,1,0.18513204582357656,0.9999804688135782,10.18493673395936
2006-01-01 10:00:00,2006-01-01 10:00:00,2006,1,1,0.8330750911923179,0.9999758874425823,10.832833965618141
2006-01-01 11:00:00,2006-01-01 11:00:00,2006,1,1,0.7567215275075068,0.9999708238301476,10.756429765808983
2006-01-01 12:00:00,2006-01-01 12:00:00,2006,1,1,0.7631913068623034,0.9999652779787161,10.762844086649466
2006-01-01 13:00:00,2006-01-01 13:00:00,2006,1,1,0.1977775451032966,0.9999592498909624,10.19737004401292
2006-01-01 14:00:00,2006-01-01 14:00:00,2006,1,1,0.5479356634977931,0.9999527395697936,10.547463059195728
2006-01-01 15:00:00,2006-01-01 15:00:00,2006,1,1,0.06070635740091357,0.9999457470183493,10.060163827584407
2006-01-01 16:00:00,2006-01-01 16:00:00,2006,1,1,0.7158695846177863,0.9999382722400014,10.715252307017801
2006-01-01 17:00:00,2006-01-01 17:00:00,2006,1,1,0.008561027552206557,0.9999303152383551,10.007864179935757
2006-01-01 18:00:00,2006-01-01 18:00:00,2006,1,1,0.028233082239293772,0.9999218760172474,10.027451842411768
2006-01-01 19:00:00,2006-01-01 19:00:00,2006,1,1,0.7045584060216348,0.999912954580748,10.703687951829115
2006-01-01 20:00:00,2006-01-01 20:00:00,2006,1,1,0.9912027478868707,0.9999035509331596,10.990238257218467
2006-01-01 21:00:00,2006-01-01 21:00:00,2006,1,1,0.3289793045571272,0.9998936650790171,10.327915955347297
2006-01-01 22:00:00,2006-01-01 22:00:00,2006,1,1,0.8727852114848819,0.9998832970230879,10.87161818171576
2006-01-01 23:00:00,2006-01-01 23:00:00,2006,1,1,0.21782809735266018,0.9998724467703719,10.216552565056379
2006-01-02 00:00:00,2006-01-02 00:00:00,2006,1,2,0.31537106881177224,0.9998611143261019,10.313982212072792
2006-01-02 01:00:00,2006-01-02 01:00:00,2006,1,2,0.966167386630192,0.9998492996957429,10.96466038358762
2006-01-02 02:00:00,2006-01-02 02:00:00,2006,1,2,0.5638764885976478,0.9998370028849926,10.562246517447575
2006-01-02 03:00:00,2006-01-02 03:00:00,2006,1,2,0.8968912832763681,0.999824223899781,10.895133522274177
2006-01-02 04:00:00,2006-01-02 04:00:00,2006,1,2,0.3519955960008939,0.9998109627462709,10.350105223463602
2006-01-02 05:00:00,2006-01-02 05:00:00,2006,1,2,0.28345025302648086,0.9997972194308576,10.281422447335057
2006-01-02 06:00:00,2006-01-02 06:00:00,2006,1,2,0.31475239370385,0.9997829939601689,10.312582333305539
2006-01-02 07:00:00,2006-01-02 07:00:00,2006,1,2,0.9642076990289972,0.999768286341065,10.961890562439645
2006-01-02 08:00:00,2006-01-02 08:00:00,2006,1,2,0.9520616776217566,0.9997530965806385,10.949592643428142
2006-01-02 09:00:00,2006-01-02 09:00:00,2006,1,2,0.6554618525233873,0.999737424686215,10.652836099385537
2006-01-02 10:00:00,2006-01-02 10:00:00,2006,1,2,0.4548208377072517,0.9997212706653522,10.452033544360773
2006-01-02 11:00:00,2006-01-02 11:00:00,2006,1,2,0.2593894279849387,0.9997046345258405,10.256435773243343
2006-01-02 12:00:00,2006-01-02 12:00:00,2006,1,2,0.6601366115861144,0.9996875162757026,10.657011774343141
2006-01-02 13:00:00,2006-01-02 13:00:00,2006,1,2,0.8448676188513389,0.9996699159231939,10.841566778083278
2006-01-02 14:00:00,2006-01-02 14:00:00,2006,1,2,0.918386527838685,0.9996518334768022,10.914904862606706
2006-01-02 15:00:00,2006-01-02 15:00:00,2006,1,2,0.8630585445687617,0.9996332689452478,10.85939123402124
2006-01-02 16:00:00,2006-01-02 16:00:00,2006,1,2,0.6519878240245166,0.9996142223374836,10.648130047399352
2006-01-02 17:00:00,2006-01-02 17:00:00,2006,1,2,0.5512034376554428,0.9995946936626949,10.547150374282394
2006-01-02 18:00:00,2006-01-02 18:00:00,2006,1,2,0.001849807726714836,0.9995746829302993,9.997596637029709
2006-01-02 19:00:00,2006-01-02 19:00:00,2006,1,2,0.11061879343051328,0.9995541901499472,10.106160694929985
2006-01-02 20:00:00,2006-01-02 20:00:00,2006,1,2,0.09691863187283489,0.9995332153315211,10.092250785188046
2006-01-02 21:00:00,2006-01-02 21:00:00,2006,1,2,0.5321493603824535,0.9995117584851364,10.527266945233817
