datetime,datetime,year,month,day,random,sazonal,timeSeries
2005-01-01 00:00:00,2005-01-01 00:00:00,2005,1,1,0.6122734695424346,1.0,10.612273469542435
2005-01-01 01:00:00,2005-01-01 01:00:00,2005,1,1,0.2120419882521275,0.9999997588734665,10.212039576986793
2005-01-01 02:00:00,2005-01-01 02:00:00,2005,1,1,0.26175066388191304,0.9999990354939822,10.261741018821734
2005-01-01 03:00:00,2005-01-01 03:00:00,2005,1,1,0.6911329733845676,0.999997829861896,10.691111272003527
2005-01-01 04:00:00,2005-01-01 04:00:00,2005,1,1,0.8219870865935712,0.9999961419777894,10.821948506371465
2005-01-01 05:00:00,2005-01-01 05:00:00,2005,1,1,0.7130315469772435,0.9999939718424762,10.712971265402006
2005-01-01 06:00:00,2005-01-01 06:00:00,2005,1,1,0.6090332284431297,0.9999913194570031,10.60894642301316
2005-01-01 07:00:00,2005-01-01 07:00:00,2005,1,1,0.6707389232515428,0.9999881848226492,10.670620771478035
2005-01-01 08:00:00,2005-01-01 08:00:00,2005,1,1,0.957762394793332,0.9999845679409262,10.957608074202593
2005-01-01 09:00:00,2005-01-01 09:00:00,2005,1,1,0.9129374677633086,0.9999804688135782,10.91274215589909
2005-01-01 10:00:00,2005-01-01 10:00:00,2005,1,1,0.5425252097728,0.9999758874425823,10.542284084198622
2005-01-01 11:00:00,2005-01-01 11:00:00,2005,1,1,0.6337734789712782,0.9999708238301476,10.633481717272755
2005-01-01 12:00:00,2005-01-01 12:00:00,2005,1,1,0.7253711178166743,0.9999652779787161,10.725023897603837
2005-01-01 13:00:00,2005-01-01 13:00:00,2005,1,1,0.8389920698872301,0.9999592498909624,10.838584568796854
2005-01-01 14:00:00,2005-01-01 14:00:00,2005,1,1,0.9631868686739643,0.9999527395697936,10.9627142643719
2005-01-01 15:00:00,2005-01-01 15:00:00,2005,1,1,0.8022702819210386,0.9999457470183493,10.801727752104533
2005-01-01 16:00:00,2005-01-01 16:00:00,2005,1,1,0.2792808381084373,0.9999382722400014,10.278663560508452
2005-01-01 17:00:00,2005-01-01 17:00:00,2005,1,1,0.5658851298339659,0.9999303152383551,10.565188282217516
2005-01-01 18:00:00,2005-01-01 18:00:00,2005,1,1,0.26994950493937364,0.9999218760172474,10.269168265111848
2005-01-01 19:00:00,2005-01-01 19:00:00,2005,1,1,0.2302488953176659,0.999912954580748,10.229378441125148
2005-01-01 20:00:00,2005-01-01 20:00:00,2005,1,1,0.06108079088983809,0.9999035509331596,10.060116300221434
2005-01-01 21:00:00,2005-01-01 21:00:00,2005,1,1,0.9366812001452549,0.9998936650790171,10.935617850935426
2005-01-01 22:00:00,2005-01-01 22:00:00,2005,1,1,0.37897828925857124,0.9998832970230879,10.37781125948945
2005-01-01 23:00:00,2005-01-01 23:00:00,2005,1,1,0.3785706388499972,0.9998724467703719,10.377295106553715
2005-01-02 00:00:00,2005-01-02 00:00:00,2005,1,2,0.6008781691221526,0.9998611143261019,10.599489312383172
2005-01-02 01:00:00,2005-01-02 01:00:00,2005,1,2,0.328910858846415,0.9998492996957429,10.327403855803844
2005-01-02 02:00:00,2005-01-02 02:00:00,2005,1,2,0.6551607041148643,0.9998370028849926,10.653530732964791
2005-01-02 03:00:00,2005-01-02 03:00:00,2005,1,2,0.14523267811317309,0.999824223899781,10.143474917110982
2005-01-02 04:00:00,2005-01-02 04:00:00,2005,1,2,0.16493359365216764,0.9998109627462709,10.163043221114876
2005-01-02 05:00:00,2005-01-02 05:00:00,2005,1,2,0.8209290855087865,0.9997972194308576,10.818901279817364
2005-01-02 06:00:00,2005-01-02 06:00:00,2005,1,2,0.3637254885967194,0.9997829939601689,10.361555428198407
2005-01-02 07:00:00,2005-01-02 07:00:00,2005,1,2,0.5196916572665957,0.999768286341065,10.517374520677244
2005-01-02 08:00:00,2005-01-02 08:00:00,2005,1,2,0.6890299339340216,0.9997530965806385,10.686560899740407
2005-01-02 09:00:00,2005-01-02 09:00:00,2005,1,2,0.4403235450036267,0.999737424686215,10.437697791865777
2005-01-02 10:00:00,2005-01-02 10:00:00,2005,1,2,0.06694740974200475,0.9997212706653522,10.064160116395527
2005-01-02 11:00:00,2005-01-02 11:00:00,2005,1,2,0.5193866972054569,0.9997046345258405,10.516433042463861
2005-01-02 12:00:00,2005-01-02 12:00:00,2005,1,2,0.930471656107016,0.9996875162757026,10.927346818864043
2005-01-02 13:00:00,2005-01-02 13:00:00,2005,1,2,0.4801391663712987,0.9996699159231939,10.476838325603238
2005-01-02 14:00:00,2005-01-02 14:00:00,2005,1,2,0.2169827858896023,0.9996518334768022,10.213501120657623
2005-01-02 15:00:00,2005-01-02 15:00:00,2005,1,2,0.14138968186249046,0.9996332689452478,10.137722371314968
2005-01-02 16:00:00,2005-01-02 16:00:00,2005,1,2,0.6186420684305934,0.9996142223374836,10.61478429180543
2005-01-02 17:00:00,2005-01-02 17:00:00,2005,1,2,0.28415259535385473,0.9995946936626949,10.280099531980804
2005-01-02 18:00:00,2005-01-02 18:00:00,2005,1,2,0.3433915592242762,0.9995746829302993,10.33913838852727
2005-01-02 19:00:00,2005-01-02 19:00:00,2005,1,2,0.9316648289648926,0.9995541901499472,10.927206730464365
2005-01-02 20:00:00,2005-01-02 20:00:00,2005,1,2,0.6354306562284521,0.9995332153315211,10.630762809543663
2005-01-02 21:00:00,2005-01-02 21:00:00,2005,1,2,0.6703428186931617,0.9995117584851364,10.665460403544525
2005-01-02 22:00:00,2005-01-02 22:00:00,2005,1,2,0.2608738022507777,0.9994898196211406,10.255771998462183
2005-01-02 23:00:00,2005-01-02 23:00:00,2005,1,2,0.8857747370296527,0.9994673987501137,10.88044872453079
2005-01-03 00:00:00,2005-01-03 00:00:00,2005,1,3,0.6450478999883779,0.9994444958828685,10.639492858817063
2005-01-03 01:00:00,2005-01-03 01:00:00,2005,1,3,0.4022435973136461,0.9994211110304497,10.396454707618144
2005-01-03 02:00:00,2005-01-03 02:00:00,2005,1,3,0.8639761616588053,0.999397244204135,10.857948603700155
